image_path,country
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3165.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3166.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3167.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3168.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3169.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3170.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3171.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3172.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3173.png,Ghana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3174.png,Poland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3175.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3176.png,Uruguay
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3177.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3178.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3179.png,Senegal
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3180.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3181.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3182.png,Mongolia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3183.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3184.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3185.png,Mongolia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3186.png,Ireland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3187.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3188.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3189.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3190.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3191.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3192.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3193.png,Italy
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3194.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3195.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3196.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3197.png,Mongolia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3198.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3199.png,Latvia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3200.png,Greenland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3201.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3202.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3203.png,Nigeria
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3204.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3205.png,South Africa
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3206.png,Finland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3207.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3208.png,Finland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3209.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3210.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3211.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3212.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3213.png,Thailand
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3214.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3215.png,Indonesia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3216.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3217.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3218.png,Nigeria
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3219.png,India
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3220.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3221.png,Bangladesh
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3222.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3223.png,Finland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3224.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3225.png,Kenya
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3226.png,Sweden
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3227.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3228.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3229.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3230.png,United Kingdom
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3231.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3232.png,Finland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3233.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3234.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3235.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3236.png,Ukraine
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3237.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3238.png,Nigeria
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3239.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3240.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3241.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3242.png,Sweden
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3243.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3244.png,Sri Lanka
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3245.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3246.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3247.png,Sri Lanka
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3248.png,Nigeria
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3249.png,Nigeria
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3250.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3251.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3252.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3253.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3254.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3255.png,Peru
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3256.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3257.png,Cambodia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3258.png,Sweden
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3259.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3260.png,Ghana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3261.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3262.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3263.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3264.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3265.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3266.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3267.png,Botswana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3268.png,Cambodia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3269.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3270.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3271.png,India
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3272.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3273.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3274.png,Finland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3275.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3276.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3277.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3278.png,Kenya
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3279.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3280.png,Greenland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3281.png,Spain
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3282.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3283.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3284.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3285.png,Nigeria
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3286.png,Botswana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3287.png,United Kingdom
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3288.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3289.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3290.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3291.png,Malaysia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3292.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3293.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3294.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3295.png,Nigeria
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3296.png,Botswana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3297.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3298.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3299.png,Kenya
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3300.png,Poland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3301.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3302.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3303.png,Romania
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3304.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3305.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3306.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3307.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3308.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3309.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3310.png,South Africa
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3311.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3312.png,Bangladesh
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3313.png,South Africa
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3314.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3315.png,Bangladesh
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3316.png,Finland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3317.png,Kenya
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3318.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3319.png,Poland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3320.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3321.png,Greece
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3322.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3323.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3324.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3325.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3326.png,United Kingdom
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3327.png,Botswana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3328.png,Ghana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3329.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3330.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3331.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3332.png,Botswana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3333.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3334.png,India
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3335.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3336.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3337.png,Lithuania
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3338.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3339.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3340.png,Czechia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3341.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3342.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3343.png,Sri Lanka
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3344.png,Cambodia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3345.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3346.png,Botswana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3347.png,India
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3348.png,Thailand
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3349.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3350.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3351.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3352.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3353.png,Slovakia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3354.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3355.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3356.png,Mongolia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3357.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3358.png,Indonesia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3359.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3360.png,Ireland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3361.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3362.png,India
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3363.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3364.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3365.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3366.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3367.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3368.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3369.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3370.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3371.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3372.png,Thailand
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3373.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3374.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3375.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3376.png,Nigeria
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3377.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3378.png,Indonesia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3379.png,India
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3380.png,Mongolia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3381.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3382.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3383.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3384.png,Finland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3385.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3386.png,Thailand
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3387.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3388.png,Croatia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3389.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3390.png,Poland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3391.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3392.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3393.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3394.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3395.png,Thailand
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3396.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3397.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3398.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3399.png,India
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3400.png,Poland
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3401.png,Botswana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3402.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3403.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3404.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3405.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3406.png,Botswana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3407.png,Turkey
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3408.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3409.png,Mexico
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3410.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3411.png,Indonesia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3412.png,Romania
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3413.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3414.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3415.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3416.png,Mongolia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3417.png,Thailand
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3418.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3419.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3420.png,United Kingdom
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3421.png,India
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3422.png,Bulgaria
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3423.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3424.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3425.png,Greece
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3426.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3427.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3428.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3429.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3430.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3431.png,Argentina
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3432.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3433.png,Botswana
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3434.png,Peru
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3435.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3436.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3437.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3438.png,Italy
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3439.png,Mongolia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3440.png,South Africa
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3441.png,Australia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3442.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3443.png,Russia
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3444.png,Brazil
E:\UCI\CS 178\Project\archive\Streetview_Image_Dataset_Kaggle_25k\3445.png,Turkey
